HK.01622,力高集团,11528040
HK.00264,中玺国际,11455120
HK.01528,红星美凯龙,11443152
HK.01986,彩客化学,11146980
HK.00778,置富产业信托,11092820
HK.00317,中船防务,11065260
HK.03818,中国动向,11012892
HK.00251,爪哇控股,10904000
HK.08156,众彩股份,10865700
HK.00190,香港建设(控股),10835722
HK.06178,光大证券,10783638
HK.01238,宝龙地产,10763740
HK.08359,HYPEBEAST,10694800
HK.01308,海丰国际,10683985
HK.00621,坛金矿业,10661120
HK.00754,合生创展集团,10607060
HK.00196,宏华集团,10394940
HK.08491,COOL LINK,10298550
HK.03813,宝胜国际,10246570
HK.00585,意马国际,10104622
HK.01310,香港宽频,9953875
HK.00127,华人置业,9945750
HK.02200,浩沙国际,9739300
HK.01889,三爱健康集团,9739125
HK.02342,京信通信,9727545
HK.00336,华宝国际,9712874
HK.08373,靛蓝星,9661600
HK.00784,凌锐控股,9590100
HK.02298,都市丽人,9408920
HK.01777,花样年控股,9368970
HK.02303,恒兴黄金,9282920
HK.01680,澳门励骏,9234030
HK.02778,冠君产业信托,9220460
HK.01972,太古地产,9184972
HK.06828,北京燃气蓝天,9079360
HK.00506,中国食品,9033790
HK.00826,天工国际,9008060
HK.00007,凯富能源,8984460
HK.03983,中海石油化学,8958910
HK.01360,MEGAEXPO HLDG,8933050
HK.01811,中广核新能源,8809458
HK.03998,波司登,8756040
HK.01102,环能国际,8690272
HK.02868,首创置业,8679430
HK.01051,国际资源,8666385
HK.87001,汇贤产业信托,8622752
HK.01533,庄园牧场,8586955
HK.06858,本间高尔夫,8430155
HK.00856,伟仕佳杰,8426940
HK.00891,利邦,8411820
HK.06116,拉夏贝尔,8404130
HK.01293,广汇宝信,8304415
HK.03996,中国能源建设,8270066
HK.02136,利福中国,8221885
HK.00327,百富环球,8213200
HK.00552,中国通信服务,8202150
HK.00709,佐丹奴国际,8123890
HK.00995,安徽皖通高速公路,8103360
HK.01098,路劲,8084500
HK.01428,耀才证券金融,7983420
HK.08231,节能元件,7967150
HK.08157,象兴国际,7957000
HK.01980,天鸽互动,7881060
HK.01882,海天国际,7853425
HK.08351,俊文宝石,7810445
HK.08168,宝积资本,7803790
HK.01363,中滔环保,7783218
HK.00815,中国白银集团,7782220
HK.00014,希慎兴业,7719530
HK.00081,中国海外宏洋集团,7694863
HK.08423,CHI HO DEV,7650300
HK.01585,雅迪控股,7474895
HK.08392,舍图控股,7457100
HK.00818,高阳科技,7409070
HK.02840,SPDR金ETF,7341140
HK.00368,中外运航运,7247445
HK.00895,东江环保,7226432
HK.08292,盛良物流,7207600
HK.08022,永耀集团控股,7202400
HK.02633,雅各臣科研制药,7184600
HK.01130,中国环境资源,7103488
HK.00572,未来世界金融,7092336
HK.08101,壹家壹品,7071960
HK.01750,全达电器集团控股,7059200
HK.02678,天虹纺织,7040607
HK.02662,承兴国际控股,7038220
HK.01499,前进控股集团,6855600
HK.00547,数字王国,6809730
HK.01003,欢喜传媒,6759496
HK.01431,原生态牧业,6703383
HK.00332,元亨燃气,6697340
HK.00861,神州控股,6630731
HK.01829,中国机械工程,6593680
HK.01727,河北建设,6589790
HK.00273,茂宸集团,6580970
HK.03738,阜博集团,6534400
HK.00242,信德集团,6481245
HK.00563,上实城市开发,6474140
HK.01381,粤丰环保,6460280
HK.08100,智易控股,6453810
HK.01367,广州基金国际控股,6439240
HK.00906,中粮包装,6395570
HK.01043,光宇国际集团科技,6383380
HK.01647,SHIS LTD,6366450
HK.01539,汇能集团,6263000
HK.01250,北控清洁能源集团,6248251
HK.06198,青岛港,6242260
HK.00811,新华文轩,6231390
HK.08228,国艺娱乐,6218200
HK.02356,大新银行集团,6204144
HK.01068,雨润食品,6175730
HK.00124,粤海置地,6166116
HK.01230,雅士利国际,6159810
HK.01033,中石化油服,6154540
HK.08059,朝威控股,6151750
HK.02355,宝业集团,6141120
HK.01371,华彩控股,6124220
HK.00579,京能清洁能源,6085820
HK.00978,招商局置地,6030783
HK.00859,镇科集团,6026980
HK.00951,超威动力,6020400
HK.00863,品牌中国,6015920
HK.02708,艾伯科技,5974480
HK.02022,游莱互动,5956400
HK.01240,青建国际,5923675
HK.01196,伟禄集团,5923580
HK.01979,天宝集团,5875680
HK.00556,泛亚环保,5863340
HK.01041,林达控股,5853955
HK.01798,大唐新能源,5849595
HK.03318,中国香精香料,5823220
HK.01383,太阳城集团,5799100
HK.00582,蓝鼎国际,5759902
HK.08227,海天天线控股,5735330
HK.03326,保发集团,5594580
HK.01571,信邦控股,5580530
HK.00596,浪潮国际,5539020
HK.01366,江南集团,5519300
HK.01599,城建设计,5491140
HK.01617,南方通信,5480860
HK.01963,重庆银行,5468451
HK.00601,权智(国际),5426900
HK.06182,乙德投资控股,5402560
HK.08105,皇岦,5399550
HK.00245,中国民生金融,5388298
HK.08360,利骏集团香港,5376220
HK.00707,亚洲电视控股,5368080
HK.02280,慧聪集团,5361665
HK.01323,友川股份,5291800
HK.01061,亿胜生物科技,5287745
HK.06183,中国绿宝,5231300
HK.00315,数码通电讯,5223603
HK.01883,中信国际电讯,5171755
HK.00084,宝光实业,5166180
HK.00330,思捷环球,5146304
HK.01385,上海复旦,5145260
HK.00230,五矿地产,5130160
HK.00698,通达集团,5109000
HK.00369,永泰地产,5077280
HK.01573,中国优质能源,5053300
HK.01361,361度,5052678
HK.02182,天长集团,5049560
HK.01466,钱唐控股,5028360
HK.00215,和记电讯香港,5025080
HK.01828,大昌行集团,5018156
HK.00039,中国北大荒,5016620
HK.03608,永盛新材料,4974275
HK.01382,互太纺织,4935240
HK.01661,智美体育,4880790
HK.02012,阳光油砂,4874297
HK.00755,上海证大,4870545
HK.03329,交银国际,4863657
HK.00973,欧舒丹,4808740
HK.03688,莱蒙国际,4808155
HK.08191,鸿伟亚洲,4782840
HK.01168,百仕达控股,4778379
HK.01223,新沣集团,4752500
HK.01263,柏能集团,4728570
HK.00024,宝威控股,4692690
HK.03330,灵宝黄金,4666600
HK.01636,中国金属利用,4651880
HK.00743,亚洲水泥(中国),4641390
HK.03773,年年卡,4631440
HK.01330,绿色动力环保,4629270
HK.00045,大酒店,4617500
HK.00989,广泽国际发展,4590350
HK.00999,I.T,4543885
HK.01786,铁建装备,4537424
HK.01029,铁货,4510648
HK.00139,中国软实力,4495683
HK.00297,中化化肥,4421710
HK.01079,松景科技,4416040
HK.08279,亚博科技控股,4411280
HK.01072,东方电气,4402892
HK.06118,奥星生命科技,4402700
HK.02198,中国三江化工,4387245
HK.01035,BBI生命科学,4373130
HK.01885,中国优材,4320000
HK.03366,华侨城(亚洲),4315480
HK.00750,兴业太阳能,4239020
HK.00102,凯升控股,4181840
HK.01258,中国有色矿业,4174970
HK.01600,天伦燃气,4150125
HK.02348,东瑞制药,4126770
HK.01475,日清食品,4080100
HK.00877,昂纳科技集团,4055520
HK.01205,中信资源,4024770
HK.00687,香港国际建投,4014880
HK.00680,南海控股,3966750
HK.06036,光丽科技,3964100
HK.01899,兴达国际,3963595
HK.00760,新天地产集团,3954075
HK.02377,博奇环保,3932060
HK.00219,顺豪物业,3930860
HK.01572,中国艺术金融,3922080
HK.08148,奥柏中国,3914824
HK.03358,荣威国际,3908280
HK.02728,裕华能源,3882920
HK.01710,致丰工业电子,3879000
HK.01117,现代牧业,3859615
HK.00113,迪生创建,3857460
HK.02030,卡宾,3814570
HK.00887,英皇钟表珠宝,3795150
HK.03368,百盛集团,3789445
HK.08086,新维国际控股,3784424
HK.01176,珠光控股,3695540
HK.00337,绿地香港,3684540
HK.08078,HMV数码中国,3682700
HK.06826,昊海生物科技,3672375
HK.00496,卡森国际,3666290
HK.00400,科通芯城,3665955
HK.06166,中国宏泰发展,3664360
HK.08039,中国卓银,3621280
HK.00480,香港兴业国际,3614132
HK.00383,中国医疗网络,3597500
HK.00232,中国航空工业国际,3581310
HK.00517,中远海运国际,3576489
HK.00331,丰盛服务集团,3569850
HK.02183,三盛控股,3544000
HK.08095,北大青鸟环宇,3535190
HK.00467,联合能源集团,3522740
HK.00271,亚证地产,3507282
HK.00341,大家乐集团,3492720
HK.02389,北控医疗健康,3467060
HK.08310,大丰港,3458700
HK.01651,津上机床中国,3436500
HK.00925,北京建设,3431910
HK.01268,美东汽车,3430900
